session_id,user_id,started_at,ended_at,duration_seconds,device_type,entry_page,campaign
sess_2498,user_723,2025-08-12T18:24:48,2025-08-12T21:18:28,10420,mobile,category,organic
sess_2499,user_72,2024-10-20T23:02:33,2024-10-21T00:13:18,4245,mobile,main/wp-content/list,
sess_2500,user_793,2024-10-14T06:36:44,2024-10-14T06:58:55,1331,mobile,main/wp-content,email
sess_2501,user_825,2025-03-28T11:14:32,2025-03-28T12:04:05,2973,tablet,categories/wp-content,google
sess_2502,user_556,2025-09-20T06:59:28,2025-09-20T09:03:23,7435,mobile,categories/app,google
sess_2503,user_802,2024-07-17T02:15:08,2024-07-17T03:30:35,4527,mobile,tag,organic
sess_2504,user_232,2024-02-16T10:11:45,2024-02-16T11:54:44,6179,mobile,category/app/wp-content,organic
sess_2505,user_816,2025-05-02T17:50:29,2025-05-02T20:15:26,8697,mobile,blog/search/tag,
sess_2506,user_143,2024-05-02T07:15:47,2024-05-02T08:53:44,5877,desktop,explore,fb_ads
sess_2507,user_220,2025-03-05T23:48:49,2025-03-06T00:38:27,2978,mobile,tags/wp-content/wp-content,email
sess_2508,user_429,2025-01-09T07:49:14,2025-01-09T09:47:13,7079,mobile,tags,organic
sess_2509,user_336,2025-07-16T19:55:34,2025-07-16T22:16:56,8482,mobile,category,google
sess_2510,user_970,2024-12-03T11:39:44,2024-12-03T13:37:35,7071,mobile,list/list,
sess_2511,user_62,2024-04-13T19:45:54,2024-04-13T21:52:10,7576,mobile,explore/list,
sess_2512,user_573,2024-10-20T22:19:53,2024-10-20T23:38:15,4702,mobile,explore/main/explore,organic
sess_2513,user_473,2025-08-17T16:45:48,2025-08-17T18:58:20,7952,desktop,tag/explore/list,
sess_2514,user_138,2025-07-03T01:08:22,2025-07-03T02:21:55,4413,mobile,tags/search/app,organic
sess_2515,user_131,2024-03-30T22:08:42,2024-03-30T22:09:58,76,desktop,app/list,
sess_2516,user_620,2025-06-21T23:37:16,2025-06-22T00:21:32,2656,tablet,search,organic
sess_2517,user_144,2024-01-29T04:42:49,2024-01-29T05:56:37,4428,mobile,list/main/posts,organic
sess_2518,user_858,2024-04-15T15:24:29,2024-04-15T15:27:47,198,mobile,explore/list/search,fb_ads
sess_2519,user_772,2025-08-16T22:58:08,2025-08-17T01:43:38,9930,tablet,search/posts,google
sess_2520,user_186,2024-07-26T11:02:22,2024-07-26T12:05:49,3807,desktop,explore,email
sess_2521,user_225,2025-06-01T18:48:35,2025-06-01T21:01:18,7963,mobile,app/explore/main,fb_ads
sess_2522,user_401,2024-10-28T16:29:42,2024-10-28T17:22:59,3197,mobile,categories,google
sess_2523,user_963,2024-07-01T21:21:02,2024-07-01T22:18:13,3431,desktop,explore,fb_ads
sess_2524,user_389,2025-02-09T17:39:25,2025-02-09T17:51:48,743,mobile,tag/posts/app,fb_ads
sess_2525,user_314,2024-08-09T04:26:24,2024-08-09T07:09:19,9775,tablet,tag/blog/category,email
sess_2526,user_239,2024-07-24T00:14:21,2024-07-24T00:27:30,789,desktop,explore/search,fb_ads
sess_2527,user_504,2024-02-21T00:29:56,2024-02-21T00:42:47,771,desktop,categories/explore,organic
sess_2528,user_154,2025-05-06T08:17:26,2025-05-06T08:50:58,2012,desktop,blog/explore,fb_ads
sess_2529,user_435,2025-07-21T05:31:00,2025-07-21T05:55:21,1461,mobile,list/category,
sess_2530,user_355,2024-06-03T21:25:47,2024-06-03T21:40:08,861,mobile,blog/blog/explore,email
sess_2531,user_953,2024-03-05T08:51:12,2024-03-05T11:28:00,9408,mobile,categories/categories/main,google
sess_2532,user_548,2024-10-12T11:40:15,2024-10-12T14:30:43,10228,mobile,explore,organic
sess_2533,user_206,2025-09-12T02:23:07,2025-09-12T04:16:08,6781,desktop,app,google
sess_2534,user_101,2024-04-13T15:57:20,2024-04-13T17:24:43,5243,mobile,tags,
sess_2535,user_721,2025-04-24T11:15:06,2025-04-24T11:23:47,521,mobile,categories/category/tag,fb_ads
sess_2536,user_151,2024-05-12T16:26:23,2024-05-12T17:15:51,2968,mobile,posts,google
sess_2537,user_716,2024-09-08T04:51:32,2024-09-08T06:54:46,7394,tablet,tag/search,organic
sess_2538,user_633,2024-09-23T22:28:01,2024-09-24T00:05:08,5827,desktop,tag,
sess_2539,user_272,2025-08-13T20:28:47,2025-08-13T22:02:26,5619,mobile,app/categories,
sess_2540,user_197,2024-09-09T08:10:05,2024-09-09T08:54:37,2672,tablet,app/explore/search,organic
sess_2541,user_975,2024-07-02T12:52:59,2024-07-02T15:48:19,10520,mobile,main,
sess_2542,user_314,2024-09-10T04:13:52,2024-09-10T04:28:00,848,mobile,tags,email
sess_2543,user_536,2024-04-23T19:26:13,2024-04-23T19:32:10,357,desktop,category/posts,email
sess_2544,user_711,2025-03-05T07:40:33,2025-03-05T08:55:27,4494,mobile,wp-content/search/category,google
sess_2545,user_443,2024-05-20T06:33:33,2024-05-20T07:20:59,2846,mobile,tags/tag,email
sess_2546,user_753,2025-08-06T00:19:20,2025-08-06T01:29:28,4208,desktop,list,
sess_2547,user_173,2025-09-13T13:59:12,2025-09-13T14:00:02,50,mobile,tag,fb_ads
sess_2548,user_33,2024-01-30T02:50:21,2024-01-30T05:29:50,9569,desktop,blog/app/wp-content,email
sess_2549,user_601,2025-08-13T14:13:23,2025-08-13T14:42:17,1734,mobile,blog,organic
sess_2550,user_282,2024-08-28T00:37:46,2024-08-28T02:12:29,5683,mobile,tags,google
sess_2551,user_508,2024-03-26T05:19:26,2024-03-26T05:39:08,1182,mobile,blog/search/main,fb_ads
sess_2552,user_990,2025-09-03T02:59:21,2025-09-03T05:41:05,9704,mobile,main/search/category,organic
sess_2553,user_858,2024-04-08T02:57:06,2024-04-08T03:21:32,1466,desktop,wp-content/wp-content,fb_ads
sess_2554,user_705,2024-07-20T02:09:04,2024-07-20T02:42:12,1988,mobile,category,google
sess_2555,user_387,2024-02-16T12:23:24,2024-02-16T12:48:04,1480,desktop,explore,email
sess_2556,user_569,2025-07-07T13:06:10,2025-07-07T14:22:49,4599,desktop,app/blog/list,email
sess_2557,user_145,2025-07-23T22:40:49,2025-07-23T23:45:39,3890,desktop,search/posts/tag,google
sess_2558,user_380,2024-02-27T07:08:55,2024-02-27T07:20:52,717,desktop,app/wp-content,fb_ads
sess_2559,user_448,2024-11-13T01:29:38,2024-11-13T03:08:57,5959,mobile,list/app/tags,
sess_2560,user_872,2025-03-23T08:44:45,2025-03-23T11:22:17,9452,mobile,blog/posts,
sess_2561,user_167,2025-02-02T02:59:57,2025-02-02T05:41:41,9704,mobile,categories/blog,email
sess_2562,user_76,2024-08-02T00:58:37,2024-08-02T02:24:31,5154,mobile,posts/posts,fb_ads
sess_2563,user_900,2024-07-19T15:21:06,2024-07-19T16:16:32,3326,mobile,app,email
sess_2564,user_561,2025-06-03T09:07:39,2025-06-03T11:46:48,9549,mobile,categories/tag/category,email
sess_2565,user_343,2024-09-28T21:48:04,2024-09-28T23:54:35,7591,desktop,categories/wp-content/tags,fb_ads
sess_2566,user_276,2024-07-13T18:58:58,2024-07-13T20:10:31,4293,mobile,list/app,email
sess_2567,user_548,2025-06-16T15:34:35,2025-06-16T18:13:10,9515,mobile,categories/list,email
sess_2568,user_307,2024-04-11T02:52:31,2024-04-11T03:49:04,3393,mobile,list/list,email
sess_2569,user_313,2024-07-02T06:07:40,2024-07-02T06:14:29,409,desktop,search,organic
sess_2570,user_230,2024-06-28T07:42:37,2024-06-28T09:32:55,6618,mobile,app/posts,organic
sess_2571,user_130,2025-03-08T09:41:15,2025-03-08T11:55:24,8049,mobile,explore/explore/explore,fb_ads
sess_2572,user_208,2024-03-12T14:23:12,2024-03-12T16:16:43,6811,mobile,explore,google
sess_2573,user_999,2024-11-27T23:36:13,2024-11-28T00:51:57,4544,mobile,explore/tags/app,organic
sess_2574,user_622,2024-07-09T07:02:11,2024-07-09T08:36:29,5658,mobile,explore/tag/main,organic
sess_2575,user_58,2025-07-17T06:05:49,2025-07-17T07:32:58,5229,mobile,tags,organic
sess_2576,user_113,2024-11-22T00:39:26,2024-11-22T03:21:35,9729,mobile,explore/explore/tag,organic
sess_2577,user_894,2024-05-29T03:38:03,2024-05-29T03:54:04,961,desktop,explore/tag/search,
sess_2578,user_740,2025-04-27T12:40:33,2025-04-27T15:09:20,8927,mobile,app,email
sess_2579,user_212,2024-07-09T12:26:17,2024-07-09T13:40:03,4426,desktop,wp-content/tag,
sess_2580,user_230,2024-01-10T05:11:20,2024-01-10T06:14:48,3808,mobile,tag/explore/main,organic
sess_2581,user_131,2025-07-14T08:59:56,2025-07-14T10:05:45,3949,mobile,categories,fb_ads
sess_2582,user_6,2025-01-15T05:32:31,2025-01-15T08:25:17,10366,mobile,main/app/category,email
sess_2583,user_11,2024-08-03T04:35:53,2024-08-03T04:52:12,979,mobile,blog/search,
sess_2584,user_647,2024-08-05T06:41:25,2024-08-05T09:41:21,10796,mobile,search/main,google
sess_2585,user_791,2024-12-08T08:27:00,2024-12-08T09:38:00,4260,mobile,list/categories/tag,organic
sess_2586,user_302,2024-10-20T09:29:27,2024-10-20T10:56:36,5229,mobile,main/blog,email
sess_2587,user_679,2025-07-30T22:00:02,2025-07-31T00:50:05,10203,mobile,list,
sess_2588,user_338,2025-07-09T22:39:49,2025-07-10T00:25:00,6311,mobile,category/app/wp-content,email
sess_2589,user_298,2024-03-24T18:19:45,2024-03-24T19:00:44,2459,mobile,blog/tags,fb_ads
sess_2590,user_207,2024-12-22T14:27:14,2024-12-22T14:39:59,765,mobile,category/tags,organic
sess_2591,user_689,2024-08-17T23:21:27,2024-08-18T01:18:10,7003,mobile,search/list,
sess_2592,user_404,2024-08-24T03:10:49,2024-08-24T04:43:43,5574,mobile,tags/categories,fb_ads
sess_2593,user_752,2024-07-21T17:27:11,2024-07-21T18:46:03,4732,mobile,tag/posts,fb_ads
sess_2594,user_473,2025-04-19T23:52:37,2025-04-20T01:02:04,4167,desktop,tags/search/app,fb_ads
sess_2595,user_854,2024-01-08T18:53:37,2024-01-08T20:35:20,6103,mobile,tags/main/main,email
sess_2596,user_129,2024-07-27T05:28:22,2024-07-27T06:38:03,4181,mobile,posts,fb_ads
sess_2597,user_658,2024-01-03T16:52:26,2024-01-03T18:44:51,6745,mobile,tag/tag,email
sess_2598,user_660,2025-04-27T14:03:51,2025-04-27T16:32:07,8896,mobile,tag/blog/main,email
sess_2599,user_199,2024-04-02T09:34:20,2024-04-02T12:13:15,9535,mobile,search/categories,fb_ads
sess_2600,user_911,2025-04-07T21:09:30,2025-04-07T23:08:09,7119,mobile,list,
sess_2601,user_680,2025-08-03T00:09:16,2025-08-03T01:03:01,3225,mobile,blog,google
sess_2602,user_136,2024-01-31T16:24:31,2024-01-31T17:18:50,3259,mobile,tag,google
sess_2603,user_216,2024-06-15T06:51:16,2024-06-15T09:19:36,8900,mobile,main/main,fb_ads
sess_2604,user_561,2025-07-14T02:54:33,2025-07-14T04:10:46,4573,mobile,search/wp-content/blog,
sess_2605,user_548,2025-03-29T23:38:57,2025-03-30T00:47:51,4134,desktop,list/categories/explore,fb_ads
sess_2606,user_939,2025-03-24T20:02:37,2025-03-24T21:45:44,6187,desktop,categories/wp-content,
sess_2607,user_509,2024-07-31T01:32:47,2024-07-31T03:21:11,6504,mobile,tag/explore,
sess_2608,user_292,2025-03-15T15:08:55,2025-03-15T16:14:21,3926,mobile,explore/explore/wp-content,
sess_2609,user_396,2025-01-20T21:41:35,2025-01-20T23:32:50,6675,desktop,explore,organic
sess_2610,user_113,2025-04-14T07:53:43,2025-04-14T09:06:25,4362,mobile,list/app,email
sess_2611,user_611,2024-04-25T09:43:30,2024-04-25T11:32:58,6568,mobile,categories,email
sess_2612,user_571,2024-03-21T03:18:36,2024-03-21T06:05:23,10007,mobile,list,
sess_2613,user_765,2025-01-12T12:57:54,2025-01-12T14:33:58,5764,mobile,main,email
sess_2614,user_83,2024-06-04T17:23:27,2024-06-04T19:20:19,7012,desktop,category/explore,
sess_2615,user_965,2024-10-04T13:54:20,2024-10-04T16:10:28,8168,mobile,explore,organic
sess_2616,user_772,2024-02-01T19:14:14,2024-02-01T20:11:00,3406,mobile,main,fb_ads
sess_2617,user_86,2024-11-18T19:07:32,2024-11-18T21:18:56,7884,mobile,tag/posts/tags,
sess_2618,user_621,2024-08-22T16:51:48,2024-08-22T17:52:53,3665,mobile,tag,organic
sess_2619,user_62,2025-01-14T10:04:51,2025-01-14T11:55:44,6653,mobile,app/main/search,
sess_2620,user_977,2024-11-18T08:31:00,2024-11-18T09:09:56,2336,mobile,category,organic
sess_2621,user_309,2024-08-31T23:50:45,2024-09-01T00:25:53,2108,mobile,categories/search/tag,google
sess_2622,user_828,2024-09-25T07:28:44,2024-09-25T08:26:26,3462,mobile,categories,google
sess_2623,user_81,2025-03-29T22:19:11,2025-03-30T00:59:31,9620,mobile,wp-content/category,google
sess_2624,user_625,2025-06-07T05:07:25,2025-06-07T07:54:24,10019,mobile,tags/list/explore,email
sess_2625,user_681,2024-10-30T00:22:01,2024-10-30T02:52:58,9057,mobile,main/tag,fb_ads
sess_2626,user_860,2025-03-14T22:35:44,2025-03-15T00:32:14,6990,mobile,main,organic
sess_2627,user_413,2025-06-24T15:44:34,2025-06-24T18:06:50,8536,mobile,category,organic
sess_2628,user_270,2025-07-23T03:22:10,2025-07-23T04:54:00,5510,mobile,explore,
sess_2629,user_927,2025-02-16T03:32:44,2025-02-16T04:42:42,4198,mobile,category,organic
sess_2630,user_996,2024-04-04T03:21:06,2024-04-04T05:44:36,8610,mobile,explore/categories/category,email
sess_2631,user_79,2024-03-28T17:46:25,2024-03-28T19:11:12,5087,desktop,categories,organic
sess_2632,user_788,2024-01-18T12:22:54,2024-01-18T14:27:48,7494,tablet,blog,
sess_2633,user_539,2025-05-12T00:38:35,2025-05-12T02:29:11,6636,mobile,explore/search,email
sess_2634,user_535,2025-07-07T02:23:20,2025-07-07T04:49:56,8796,mobile,categories,organic
sess_2635,user_234,2024-09-12T15:22:50,2024-09-12T17:52:17,8967,mobile,posts/list,organic
sess_2636,user_712,2024-05-29T09:18:42,2024-05-29T11:25:13,7591,mobile,wp-content/tag/main,organic
sess_2637,user_166,2024-11-04T10:15:54,2024-11-04T10:52:46,2212,desktop,main/main/wp-content,organic
sess_2638,user_809,2025-01-18T12:18:58,2025-01-18T14:28:07,7749,mobile,main/blog/categories,
sess_2639,user_30,2024-11-23T11:29:52,2024-11-23T12:27:31,3459,mobile,explore/tags/main,email
sess_2640,user_587,2025-04-03T04:28:00,2025-04-03T05:16:21,2901,mobile,search,email
sess_2641,user_793,2024-08-07T13:17:21,2024-08-07T14:42:46,5125,mobile,blog,email
sess_2642,user_123,2025-09-15T14:48:36,2025-09-15T16:33:09,6273,mobile,search/main/list,organic
sess_2643,user_586,2025-04-01T19:42:35,2025-04-01T20:30:41,2886,mobile,categories/posts,email
sess_2644,user_194,2024-04-04T23:48:25,2024-04-05T02:43:50,10525,mobile,tag/wp-content,email
sess_2645,user_714,2024-05-02T09:35:27,2024-05-02T10:40:41,3914,mobile,list/category,google
sess_2646,user_485,2025-07-30T23:47:35,2025-07-31T00:37:04,2969,mobile,list,fb_ads
sess_2647,user_170,2025-01-16T15:30:37,2025-01-16T15:43:05,748,mobile,blog,fb_ads
sess_2648,user_540,2024-04-29T10:08:05,2024-04-29T10:10:21,136,mobile,wp-content/app/posts,google
sess_2649,user_687,2024-05-25T06:34:40,2024-05-25T08:28:22,6822,mobile,categories,
sess_2650,user_407,2024-06-14T21:44:37,2024-06-14T22:01:14,997,mobile,wp-content/wp-content/list,email
sess_2651,user_314,2025-03-08T19:50:22,2025-03-08T20:15:21,1499,mobile,app/categories,organic
sess_2652,user_616,2024-01-13T21:53:18,2024-01-13T22:50:26,3428,mobile,category,organic
sess_2653,user_902,2025-06-01T22:23:55,2025-06-01T23:13:38,2983,mobile,tag/list/posts,organic
sess_2654,user_877,2025-02-27T04:18:12,2025-02-27T04:20:25,133,mobile,app/wp-content/tag,fb_ads
sess_2655,user_361,2024-04-12T17:57:04,2024-04-12T19:49:23,6739,mobile,tags/explore,email
sess_2656,user_416,2024-10-16T10:35:43,2024-10-16T13:03:51,8888,mobile,blog,
sess_2657,user_178,2024-02-09T10:35:50,2024-02-09T13:13:44,9474,desktop,tag/tag,google
sess_2658,user_799,2024-03-20T13:50:57,2024-03-20T16:46:55,10558,mobile,wp-content,google
sess_2659,user_569,2025-07-21T07:28:10,2025-07-21T10:22:07,10437,desktop,app/search/list,google
sess_2660,user_943,2025-07-11T12:48:46,2025-07-11T14:53:33,7487,mobile,wp-content/explore/app,fb_ads
sess_2661,user_339,2025-07-09T18:05:24,2025-07-09T20:52:58,10054,mobile,wp-content,
sess_2662,user_880,2025-09-20T09:07:13,2025-09-20T09:30:16,1383,mobile,blog,
sess_2663,user_958,2024-08-30T17:55:55,2024-08-30T18:54:58,3543,mobile,posts/categories,organic
sess_2664,user_556,2024-01-07T07:55:05,2024-01-07T08:51:44,3399,mobile,posts,fb_ads
sess_2665,user_540,2024-05-30T03:47:42,2024-05-30T03:49:31,109,mobile,explore/main,
sess_2666,user_745,2025-01-17T17:15:21,2025-01-17T17:40:03,1482,mobile,posts/tag,
sess_2667,user_745,2024-08-15T17:56:09,2024-08-15T20:34:01,9472,desktop,search/wp-content,google
sess_2668,user_479,2024-10-12T16:41:46,2024-10-12T16:48:36,410,mobile,tags/posts,google
sess_2669,user_237,2025-07-05T23:44:01,2025-07-06T01:58:26,8065,mobile,wp-content,
sess_2670,user_397,2024-12-11T13:52:16,2024-12-11T16:14:41,8545,desktop,tags/posts/categories,
sess_2671,user_590,2024-02-23T14:53:00,2024-02-23T17:03:58,7858,tablet,blog/search,google
sess_2672,user_75,2024-08-17T03:09:16,2024-08-17T05:52:56,9820,mobile,tags/tag,fb_ads
sess_2673,user_618,2024-03-21T05:40:01,2024-03-21T08:13:20,9199,mobile,blog/wp-content,google
sess_2674,user_677,2024-04-27T21:12:22,2024-04-27T22:28:44,4582,mobile,explore/category/tag,
sess_2675,user_542,2025-07-24T13:42:47,2025-07-24T14:49:22,3995,mobile,tags/search,organic
sess_2676,user_756,2025-03-26T02:53:47,2025-03-26T03:52:36,3529,desktop,posts,fb_ads
sess_2677,user_906,2025-02-15T21:12:28,2025-02-15T23:28:32,8164,mobile,main,email
sess_2678,user_729,2025-01-04T02:12:05,2025-01-04T04:37:08,8703,mobile,tag/tag,organic
sess_2679,user_560,2025-08-31T06:19:43,2025-08-31T07:13:58,3255,desktop,list/category,email
sess_2680,user_13,2024-12-24T17:26:45,2024-12-24T18:41:14,4469,mobile,list/app/tag,
sess_2681,user_658,2024-05-21T12:57:04,2024-05-21T13:02:35,331,mobile,app/explore,google
sess_2682,user_975,2025-09-23T13:19:08,2025-09-23T15:27:25,7697,mobile,blog/wp-content/category,organic
sess_2683,user_183,2025-05-02T17:43:20,2025-05-02T19:44:20,7260,mobile,category/categories,
sess_2684,user_820,2024-06-30T14:11:19,2024-06-30T15:49:26,5887,mobile,search/explore,fb_ads
sess_2685,user_32,2024-05-05T11:46:38,2024-05-05T14:06:49,8411,mobile,blog,
sess_2686,user_802,2024-04-30T08:13:17,2024-04-30T10:23:10,7793,mobile,blog/blog/tag,
sess_2687,user_36,2025-09-30T17:38:47,2025-09-30T20:01:43,8576,mobile,posts/wp-content,organic
sess_2688,user_279,2024-04-11T08:14:43,2024-04-11T11:02:13,10050,mobile,explore/blog/tags,google
sess_2689,user_739,2024-03-14T09:17:23,2024-03-14T09:30:25,782,mobile,category/tags,google
sess_2690,user_261,2025-05-03T17:47:28,2025-05-03T19:27:49,6021,desktop,main,google
sess_2691,user_29,2025-08-17T16:39:33,2025-08-17T18:09:58,5425,desktop,categories/blog/posts,google
sess_2692,user_592,2024-04-24T01:25:37,2024-04-24T04:22:13,10596,mobile,list/tags/category,google
sess_2693,user_881,2025-01-24T23:49:28,2025-01-25T00:57:32,4084,mobile,wp-content,organic
sess_2694,user_494,2025-06-01T20:47:24,2025-06-01T23:15:56,8912,mobile,blog/explore,
sess_2695,user_481,2025-07-17T00:42:59,2025-07-17T03:26:36,9817,mobile,explore,
sess_2696,user_850,2024-05-30T12:17:11,2024-05-30T14:57:55,9644,mobile,tag,organic
sess_2697,user_592,2024-11-26T00:20:42,2024-11-26T02:05:36,6294,mobile,explore,email
sess_2698,user_972,2024-07-21T21:40:08,2024-07-21T22:20:02,2394,mobile,wp-content,
sess_2699,user_829,2024-04-03T21:49:39,2024-04-04T00:03:01,8002,tablet,search/categories,
sess_2700,user_1000,2025-07-02T03:39:12,2025-07-02T05:14:18,5706,mobile,explore/blog,email
sess_2701,user_367,2025-08-14T08:45:21,2025-08-14T09:18:33,1992,desktop,wp-content/list,email
sess_2702,user_817,2024-02-16T01:43:05,2024-02-16T03:48:10,7505,mobile,main/main,google
sess_2703,user_553,2024-09-19T12:11:19,2024-09-19T14:01:15,6596,mobile,main/main,
sess_2704,user_112,2025-02-02T02:37:55,2025-02-02T05:32:10,10455,mobile,posts/tag,fb_ads
sess_2705,user_476,2024-09-05T01:22:45,2024-09-05T03:53:12,9027,mobile,main/app/tags,organic
sess_2706,user_469,2025-05-20T20:06:29,2025-05-20T21:16:08,4179,mobile,posts/posts,email
sess_2707,user_960,2024-10-09T14:57:45,2024-10-09T17:29:19,9094,desktop,tags/tag,organic
sess_2708,user_33,2025-02-26T07:07:39,2025-02-26T08:52:07,6268,mobile,wp-content/explore,
sess_2709,user_410,2024-01-19T04:15:59,2024-01-19T04:44:05,1686,mobile,blog/app,google
sess_2710,user_967,2024-09-30T02:57:34,2024-09-30T04:14:26,4612,mobile,list/list,email
sess_2711,user_57,2024-06-18T00:33:37,2024-06-18T01:46:51,4394,mobile,search/list,email
sess_2712,user_432,2024-11-05T08:18:09,2024-11-05T10:46:36,8907,desktop,posts/main/tags,google
sess_2713,user_296,2024-10-09T12:22:49,2024-10-09T15:11:33,10124,desktop,category,fb_ads
sess_2714,user_658,2024-11-26T04:35:56,2024-11-26T06:58:08,8532,mobile,tags/blog/list,organic
sess_2715,user_11,2025-08-30T20:18:14,2025-08-30T20:36:11,1077,mobile,list,organic
sess_2716,user_963,2024-02-11T04:59:59,2024-02-11T07:18:06,8287,mobile,wp-content,email
sess_2717,user_77,2025-09-27T00:19:46,2025-09-27T00:26:16,390,tablet,tags/category,
sess_2718,user_466,2025-07-08T07:02:57,2025-07-08T08:19:36,4599,mobile,main,google
sess_2719,user_448,2025-06-22T22:56:14,2025-06-23T00:20:52,5078,mobile,list/categories,
sess_2720,user_234,2025-07-19T14:00:32,2025-07-19T16:36:09,9337,mobile,categories/wp-content,email
sess_2721,user_185,2025-09-28T03:59:46,2025-09-28T05:40:02,6016,mobile,app,email
sess_2722,user_922,2024-07-24T21:03:29,2024-07-24T23:41:28,9479,mobile,explore/blog,organic
sess_2723,user_683,2024-09-17T02:08:57,2024-09-17T03:43:03,5646,mobile,category,organic
sess_2724,user_884,2024-08-08T03:09:12,2024-08-08T04:50:50,6098,mobile,wp-content,fb_ads
sess_2725,user_930,2025-02-01T12:23:28,2025-02-01T14:15:24,6716,mobile,main/wp-content/list,fb_ads
sess_2726,user_62,2024-01-26T05:05:41,2024-01-26T07:40:08,9267,mobile,app/list,email
sess_2727,user_89,2025-03-11T21:11:56,2025-03-11T21:48:39,2203,mobile,categories/tags,organic
sess_2728,user_750,2025-03-30T00:57:03,2025-03-30T02:01:00,3837,mobile,category/category,fb_ads
sess_2729,user_406,2024-09-15T09:32:25,2024-09-15T10:40:07,4062,mobile,list/list,
sess_2730,user_958,2025-01-13T08:10:25,2025-01-13T09:32:40,4935,desktop,tags,email
sess_2731,user_449,2024-10-18T16:03:10,2024-10-18T17:41:08,5878,desktop,category/categories,organic
sess_2732,user_966,2025-09-20T18:55:17,2025-09-20T19:19:41,1464,mobile,blog/tag,email
sess_2733,user_581,2024-01-31T12:30:10,2024-01-31T15:12:14,9724,desktop,blog,
sess_2734,user_322,2025-04-18T09:31:18,2025-04-18T09:43:07,709,mobile,wp-content/app,email
sess_2735,user_516,2025-04-11T10:24:17,2025-04-11T10:32:26,489,desktop,app/app,organic
sess_2736,user_118,2024-02-27T01:45:02,2024-02-27T02:21:18,2176,mobile,search/posts/category,organic
sess_2737,user_364,2024-07-26T18:25:11,2024-07-26T19:34:53,4182,desktop,explore/tag/blog,
sess_2738,user_579,2025-01-31T00:58:04,2025-01-31T03:51:53,10429,mobile,explore,fb_ads
sess_2739,user_39,2024-06-28T09:34:41,2024-06-28T10:32:45,3484,mobile,posts,email
sess_2740,user_925,2024-04-08T04:04:11,2024-04-08T06:57:54,10423,mobile,categories/main/wp-content,email
sess_2741,user_165,2024-02-01T05:35:00,2024-02-01T07:27:10,6730,mobile,main,organic
sess_2742,user_324,2025-08-07T20:12:23,2025-08-07T20:24:26,723,desktop,tag/explore,
sess_2743,user_706,2024-04-04T14:57:32,2024-04-04T15:38:11,2439,mobile,blog/main,
sess_2744,user_872,2024-02-26T23:32:42,2024-02-27T00:56:12,5010,mobile,blog/wp-content/main,google
sess_2745,user_406,2025-01-19T11:17:47,2025-01-19T13:55:55,9488,mobile,main/categories,organic
sess_2746,user_78,2024-10-29T15:47:17,2024-10-29T18:32:12,9895,mobile,search/categories/explore,google
sess_2747,user_193,2025-02-14T08:56:58,2025-02-14T09:10:33,815,mobile,main/wp-content,google
sess_2748,user_468,2024-08-30T14:40:16,2024-08-30T17:28:32,10096,desktop,explore,
sess_2749,user_466,2024-02-28T18:07:52,2024-02-28T19:28:01,4809,desktop,explore/search,fb_ads
sess_2750,user_71,2024-06-19T13:59:11,2024-06-19T14:14:53,942,mobile,main/main,email
sess_2751,user_334,2024-01-05T16:58:49,2024-01-05T19:48:22,10173,mobile,tag/tag/main,fb_ads
sess_2752,user_419,2025-08-24T18:21:43,2025-08-24T20:58:58,9435,mobile,search,fb_ads
sess_2753,user_617,2024-10-18T22:25:25,2024-10-18T23:39:36,4451,mobile,categories/list/list,google
sess_2754,user_167,2024-09-04T05:33:59,2024-09-04T08:17:53,9834,mobile,search,organic
sess_2755,user_372,2024-11-23T01:06:56,2024-11-23T03:45:04,9488,mobile,tags,google
sess_2756,user_204,2025-06-03T16:11:12,2025-06-03T17:02:27,3075,desktop,tag/categories,google
sess_2757,user_119,2024-08-16T04:08:51,2024-08-16T06:39:43,9052,mobile,explore/list,google
sess_2758,user_3,2024-01-16T05:24:53,2024-01-16T06:35:32,4239,desktop,main/list/explore,organic
sess_2759,user_476,2025-05-27T13:53:16,2025-05-27T14:54:01,3645,desktop,tag/blog,email
sess_2760,user_194,2025-06-16T23:31:59,2025-06-17T00:32:23,3624,mobile,main,fb_ads
sess_2761,user_539,2024-05-19T01:03:45,2024-05-19T01:41:16,2251,mobile,search/main,
sess_2762,user_374,2025-01-15T13:41:06,2025-01-15T14:37:00,3354,mobile,tag/category,google
sess_2763,user_308,2025-01-04T21:06:31,2025-01-04T21:30:38,1447,desktop,posts/search,google
sess_2764,user_370,2024-12-11T02:54:35,2024-12-11T04:37:08,6153,mobile,category/tag/search,organic
sess_2765,user_976,2025-08-13T10:37:51,2025-08-13T13:27:15,10164,mobile,search/app/main,
sess_2766,user_322,2024-04-14T04:56:36,2024-04-14T07:02:44,7568,mobile,categories,fb_ads
sess_2767,user_814,2025-06-13T01:59:49,2025-06-13T02:08:49,540,mobile,tags,organic
sess_2768,user_817,2025-05-10T02:03:07,2025-05-10T03:33:50,5443,mobile,explore,
sess_2769,user_667,2024-05-17T14:08:11,2024-05-17T14:33:52,1541,desktop,search/category,email
sess_2770,user_699,2025-06-09T03:15:03,2025-06-09T05:07:32,6749,mobile,app/app,fb_ads
sess_2771,user_277,2024-08-03T15:53:34,2024-08-03T16:42:36,2942,mobile,tag,
